question_id,question,attempt,answer,fact_score,retrieval_time,factchecking_time,atomic_token,checking_token
1,What role has Bart Mendoza played in shaping the music scene in San Diego?,1,"Bart Mendoza has played a significant role in shaping the music scene in San Diego through various contributions as a journalist, musician, concert promoter, and record label co-founder. He has been involved in multiple bands, including Manual Scan and The Shambles, and has helped promote and book numerous events, particularly through the New Sounds music festivals and the Sounds Like San Diego series. Mendoza co-founded the indie label Blindspot Records, producing a compilation series and releasing albums from various artists. Additionally, he has written for several local and national publications, providing coverage and insights into the music community. His efforts in promoting local artists and organizing events have made him a key figure in the San Diego music landscape.",1.0,5.68,38.52,4850.67,42410.67
40,What political party did Alexander Hamilton Bullock belong to during his time as Governor of Massachusetts?,1,Alexander Hamilton Bullock belonged to the Republican Party during his time as Governor of Massachusetts.,0.09697196786440505,4.88,12.46,996.0,4712.0
40,What political party was Alexander Hamilton Bullock affiliated with while serving as Governor of Massachusetts from 1851 to 1853?,2,"Alexander Hamilton Bullock was affiliated with the Republican Party while serving as Governor of Massachusetts from 1866 to 1869. Prior to that, he was a member of the Whig Party.",0.14715177646857694,3.33,8.51,1877.33,7869.33
40,What political party did Alexander Hamilton Bullock belong to during his tenure as Governor of Massachusetts from 1851 to 1853?,3,Alexander Hamilton Bullock belonged to the Republican Party during his tenure as Governor of Massachusetts from 1866 to 1869. He was initially a member of the Whig Party before becoming a Republican.,0.2207276647028654,1.87,8.07,1824.0,7868.0
7,"How did Paul Bruce Dickinson's early experiences with bullying and self-reliance during his education influence his later career choices and performance style as the lead singer of Iron Maiden, particularly in contrast to his time with Samson?",1,"The context provided does not specifically mention Paul Bruce Dickinson's experiences with bullying or how they influenced his career choices and performance style as the lead singer of Iron Maiden, particularly in contrast to his time with Samson. However, it does indicate that his early life experiences, such as constant moving and being unable to make close friends, taught him to be self-reliant. This self-reliance may have contributed to his confidence and determination to pursue a career in music, ultimately leading him to join Iron Maiden, where he felt a stronger connection compared to his time with Samson. Unfortunately, without more specific information on bullying or its direct impact, I cannot provide a detailed answer regarding that aspect.",0.95,6.07,38.49,3853.33,29022.67
22,What position did Vano Siradeghyan hold from 1992 to 1996?,1,Vano Siradeghyan served as the Minister of Internal Affairs from 1992 to 1996.,0.22313016014842982,5.57,15.11,878.67,5602.67
22,"""What was Vano Siradeghyan's official title and role in the Armenian government between 1992 and 1996?""",2,Vano Siradeghyan served as the Minister of Internal Affairs in the Armenian government from 1992 to 1996.,0.22313016014842982,0.8,6.49,884.0,5638.67
22,"""What position did Vano Siradeghyan hold in the Armenian government from 1992 to 1996, and what were his key responsibilities during that time?""",3,"Vano Siradeghyan served as the Minister of Internal Affairs in the Armenian government from 1992 to 1996. His key responsibilities during that time included overseeing the internal security of the country, managing law enforcement agencies, and exercising control over various aspects of the local market, including oil products, transport junctions, food markets, and timber industries. He was also involved in addressing political opposition and was criticized for his harsh measures against dissent.",1.0,1.83,17.49,2660.0,18424.0
45,What was L,1,I don't know.,0.0,1.74,1.79,894.67,1588.0
45,"To provide a more specific or refined version of the question, you could ask: ""What does the letter 'L' represent in the context of mathematical equations?"" or ""What is the significance of the character 'L' in literature or popular culture?""",2,I don't know.,0.00915781944436709,1.87,2.07,894.67,2802.67
45,"Certainly! Here’s a more specific version of your question: ""In the context of physics, what does the letter 'L' typically represent in equations related to angular momentum?""",3,I don't know.,0.0,1.29,2.27,894.67,1410.67
10,How did Austin Healey's versatility as a player influence his selection for both the England national team and the British ,1,"Austin Healey's versatility as a player significantly influenced his selection for both the England national team and the British & Irish Lions. He played multiple positions, including scrum half, fly-half, fullback, and wing, which allowed coaches to utilize him in various roles depending on the team's needs. This adaptability meant that he could be used as a replacement or substitute, making him a valuable asset during matches. His ability to switch positions, such as being moved from scrum half to wing or fly-half, showcased his skill set and contributed to his selection for international competitions. His performances in different roles, particularly during key tournaments like the Six Nations and the World Cup, further solidified his place in the national team and the Lions squad.",1.0,6.2,44.95,4608.0,45394.67
34,What is the title of the single co-written and produced by Emanuel Kiriakou for Jason Derulo in 2020?,1,"The title of the single co-written and produced by Emanuel Kiriakou for Jason Derulo in 2020 is ""Take You Dancing.""",0.22313016014842982,4.73,11.64,917.33,6760.0
34,What is the title of the Jason Derulo single released in 2020 that was co-written and produced by Emanuel Kiriakou?,2,"The title of the Jason Derulo single released in 2020 that was co-written and produced by Emanuel Kiriakou is ""Take You Dancing.""",0.36787944117144233,3.77,8.06,920.0,8461.33
34,"What is the name of the Jason Derulo single released in 2020 that was co-written and produced by Emanuel Kiriakou, and what are its main themes?",3,"The name of the Jason Derulo single released in 2020 that was co-written and produced by Emanuel Kiriakou is ""Take You Dancing."" The main themes of the song revolve around romance, dance, and the excitement of being together with someone special, celebrating love and connection through music and movement.",1.0,1.46,18.3,1818.67,18700.0
51,What is the birth date of Alan Eichler?,1,"Alan Eichler was born on July 17, 1944.",0.00012340980408667956,1.66,2.45,845.33,1594.67
51,"What is the birth date of Alan Eichler, the American physicist known for his work in condensed matter physics?",2,I don't know.,0.0,1.15,3.76,894.67,1442.67
51,"""What is the birth date of Alan Eichler, the American physicist recognized for his contributions to condensed matter physics and his research in low-temperature physics?""",3,I don't know.,0.0,0.86,1.94,894.67,1460.0
33,What are the implications of Casanova's research on the understanding of neurodevelopmental disorders?,1,"Casanova's research has significant implications for understanding neurodevelopmental disorders, particularly autism spectrum disorders and dyslexia. His studies on brain abnormalities, specifically focusing on cortical neurocircuitry and the cell minicolumn, suggest that individuals with autism have structural differences in their brains. These differences include a higher number of cells in the minicolumns, which are narrower and more densely packed, potentially limiting the brain's ability to transmit messages effectively. This anatomical insight helps explain some of the symptoms associated with autism, as the altered structure may hinder long-range neural connections.

Additionally, his findings regarding the overactivity of the sympathetic branch of the autonomic nervous system in autistic children indicate a link between neuroanatomy and emotional regulation, particularly anxiety. This suggests that interventions like TMS (transcranial magnetic stimulation) and neurofeedback could be beneficial in addressing autonomic dysfunction related to certain dietary factors.

Overall, Casanova's work enhances the understanding of the biological underpinnings of neurodevelopmental disorders, paving the way for more targeted therapeutic approaches and interventions.",1.0,5.8,47.54,6492.0,36236.0
12,What factors contributed to her various career transitions?,1,"The factors that contributed to her various career transitions include personal choices and life circumstances. For example, Gwyneth Paltrow took a hiatus from her film career to raise her two children, which affected her film appearances and choices during that period. She also mentioned feeling unequipped for the pressure following her Oscar win, leading to several poor film choices and a division of her career into projects she pursued for love versus those for financial reasons.

Similarly, Amber Reeves faced challenges in her civil service career due to societal expectations regarding married women, which ultimately led to her dismissal. Her desire for meaningful work and dissatisfaction with being a housewife prompted her to pursue writing and advocacy for women's rights.

Linda Ronstadt's career transitions were influenced by her exploration of different musical genres and collaborations, as well as her success in various formats, including Broadway. Her ability to adapt and innovate within the music industry allowed her to remain a prominent figure throughout her career.

In summary, personal life choices, societal pressures, and the pursuit of passion in their respective fields were significant factors in their career transitions.",0.9142857142857143,6.72,47.98,7354.67,44274.67
14,What position did Francis Xavier Taylor hold at the U.S. Department of Homeland Security?,1,Francis Xavier Taylor held the position of Under Secretary of Homeland Security for Intelligence and Analysis at the U.S. Department of Homeland Security.,0.22313016014842982,5.31,12.7,972.0,6170.67
14,What was Francis Xavier Taylor's role and title at the U.S. Department of Homeland Security during his tenure?,2,Francis Xavier Taylor served as the Under Secretary of Homeland Security for Intelligence and Analysis at the U.S. Department of Homeland Security (DHS) during his tenure.,0.22313016014842982,1.9,6.62,976.0,6182.67
14,"What specific position did Francis Xavier Taylor hold within the U.S. Department of Homeland Security, and what were his primary responsibilities during his tenure?",3,"Francis Xavier Taylor served as the Under Secretary of Homeland Security for Intelligence and Analysis at the U.S. Department of Homeland Security (DHS). His primary responsibilities included providing the Secretary, DHS senior leadership, and various partners with homeland security intelligence and information necessary to keep the country safe, secure, and resilient. He also acted as a liaison to the U.S. Intelligence Community.",1.0,1.84,22.03,2733.33,26412.0
41,What role did Julie Walters play in the Harry Potter film series?,1,"Julie Walters played the role of Molly Weasley, the matriarch of the Weasley family, in the Harry Potter film series.",0.36787944117144233,2.37,6.18,897.33,7310.67
41,What character did Julie Walters portray in the Harry Potter film series?,2,Julie Walters portrayed the character Molly Weasley in the Harry Potter film series.,0.22313016014842982,0.88,4.93,888.0,5850.67
41,"""What is the name of the character played by Julie Walters in the Harry Potter film series, and what role does she have in the story?""",3,Julie Walters plays the character Molly Weasley in the Harry Potter film series. She is the matriarch of the Weasley family.,0.6514390575310556,1.56,7.46,1760.0,9914.67
36,What was the true impact of Boccaccio's relationships on his literary career?,1,"Boccaccio's relationships had a significant impact on his literary career in several ways. His early love for a married daughter of King Robert of Naples, whom he referred to as ""Fiammetta,"" inspired many of his prose romances, including ""Il Filocolo."" This personal experience of love and longing influenced his writing style and themes, particularly in his exploration of love and relationships.

Additionally, his friendship with Petrarch played a crucial role in shaping his literary direction. Petrarch's influence contributed to Boccaccio's change in writing style during the 1350s, leading him to explore more complex and sometimes darker themes, as seen in his later works. This shift was also influenced by Boccaccio's personal disappointments in love and his declining health, which prompted him to write in a more bitter tone, as exemplified in his ""Corbaccio.""

Overall, Boccaccio's relationships enriched his literary output, providing both inspiration and a framework for his exploration of human emotions, love, and the complexities of life, which resonated throughout his works and influenced later writers.",1.0,5.35,51.52,6576.0,46009.33
55,What was Niccol,1,I don't know.,0.0,0.85,4.08,894.67,1444.0
55,"Certainly! A more specific version of your question could be: ""Who was Niccolò Machiavelli and what were his contributions to political philosophy?""",2,I don't know.,0.0,0.72,2.19,894.67,1558.67
55,"Sure! A more refined version of your question could be: ""What key ideas and concepts did Niccolò Machiavelli introduce in his works, particularly in 'The Prince' and 'Discourses on Livy', and how did they influence modern political thought?""",3,I don't know.,0.0,1.23,2.41,894.67,1605.33
44,What is the title of Linda Ronstadt's first solo album released in 1969?,1,"The title of Linda Ronstadt's first solo album released in 1969 is ""Hand Sown ... Home Grown.""",0.22313016014842982,1.69,6.28,933.33,5886.67
44,"What is the title of Linda Ronstadt's debut solo album, which was released in 1969?",2,"The title of Linda Ronstadt's debut solo album, which was released in 1969, is ""Hand Sown ... Home Grown.""",0.22313016014842982,1.46,7.09,916.0,6520.0
44,"What is the name of Linda Ronstadt's first solo album, released in 1969?",3,"The name of Linda Ronstadt's first solo album, released in 1969, is ""Hand Sown ... Home Grown.""",0.22313016014842982,0.91,6.6,933.33,6509.33
15,What were the implications of Rodrigo P,1,"The implications of Rodrigo Pérez's actions and political alignments were significant in the context of the power dynamics in 12th-century Spain. His loyalty to Afonso Henriques, the King of Portugal, and his subsequent disloyalty to Alfonso VII of León and Castile led to severe political consequences for him and Gómez Núñez. They were viewed as traitors for handing over their castles and commissions to Afonso, which ultimately resulted in their political ruin and affected their standing for the rest of their lives.

Rodrigo's involvement in military campaigns, such as the invasion of Galicia and the Siege of Oreja, also highlights the shifting allegiances and the complexities of feudal relationships during this period. His marriage to Fronilde Fernández and his donations to various religious institutions indicate his attempts to secure his legacy and maintain influence within the ecclesiastical sphere, which was an important aspect of noble status at the time.

Overall, Rodrigo's actions reflect the intricate interplay of loyalty, betrayal, and the quest for power among the nobility during the Reconquista, shaping the political landscape of the region.",1.0,6.03,54.73,5724.0,48826.67
49,What is the title of Christopher C. Fennell's first book published in 2008?,1,"The title of Christopher C. Fennell's first book published in 2008 is ""Crossroads and Cosmologies: Diasporas and Ethnogenesis in the New World.""",0.09697196786440505,0.92,5.01,950.67,3742.67
49,"What is the title of Christopher C. Fennell's first book, published in 2008, that focuses on archaeology or historical topics?",2,"The title of Christopher C. Fennell's first book, published in 2008, is ""Crossroads and Cosmologies: Diasporas and Ethnogenesis in the New World.""",0.22313016014842982,2.22,4.87,950.67,5022.67
49,What is the title of Christopher C. Fennell's 2008 book that specifically examines archaeological practices or historical interpretations?,3,"The title of Christopher C. Fennell's 2008 book that specifically examines archaeological practices or historical interpretations is ""Crossroads and Cosmologies: Diasporas and Ethnogenesis in the New World.""",0.36787944117144233,0.82,7.37,957.33,6250.67
31,What factors contributed to her success in the entertainment industry?,1,"Several factors contributed to Charlize Theron's success in the entertainment industry:

1. **Support and Mentorship**: After struggling initially, Theron received support from talent agent John Crosby, who helped her cash a cheque and introduced her to an acting school. Additionally, J. J. Harris, another talent agent, became her mentor, finding scripts and movies for her and encouraging her to explore various genres and even consider producing.

2. **Early Roles and Breakthroughs**: Theron's first non-speaking role in ""Children of the Corn III: Urban Harvest"" and her first speaking role in ""2 Days in the Valley"" garnered attention, particularly due to her performance and beauty, which helped her gain visibility in the industry.

3. **Diverse Opportunities**: Harris's guidance allowed Theron to pursue a variety of roles, which helped her avoid being typecast and enabled her to showcase her range as an actress.

4. **Resilience and Strategic Choices**: Theron demonstrated resilience in the face of challenges, such as the fear of being typecast after her early roles. She was strategic about the roles she accepted, understanding the importance of longevity in her career rather than just immediate success.

These factors combined to create a strong foundation for Theron's successful career in film.",1.0,6.78,55.84,7412.0,45314.67
42,What impact did Malle's early experiences have on his later work?,1,"Malle's early experiences, particularly his witnessing of a Gestapo raid during World War II and the deportation of Jewish students, had a profound impact on his later work. These events influenced his autobiographical film ""Au revoir les enfants"" (1987), which addresses themes of childhood innocence, loss, and the moral complexities of collaboration during the Nazi occupation of France. Furthermore, Malle's exploration of taboo subjects in films such as ""Lacombe, Lucien,"" which deals with collaboration with the Nazis, reflects a deep engagement with the moral dilemmas he encountered in his youth. His early life experiences shaped his perspective on humanity, making him more attuned to the darker aspects of society and the complexities of human relationships, which became recurring themes in his films.",1.0,2.32,33.36,3876.0,36161.33
43,What significant achievements did Lasme accomplish during his time in professional basketball?,1,"During his professional basketball career, Stephane Lasme achieved several significant milestones, including:

1. **EuroLeague Best Defender**: Named for the 2012–13 season while playing for Panathinaikos Athens.
2. **Greek Basket League MVP**: Awarded during the 2012–13 season.
3. **Greek League Best Defender**: Earned this award for the 2012–13 and 2013–14 seasons.
4. **All-EuroLeague Second Team**: Recognized in May 2014.
5. **Eurocup Finals MVP**: Won this award while playing for Galatasaray in the 2015–16 season.
6. **Successful seasons**: Averaged impressive statistics such as 1.86 blocks and 6.14 rebounds per game during the 2012–13 EuroLeague season, showcasing his defensive prowess.

Additionally, he had a notable college career where he set UMass records for career blocked shots and single-season blocked shots, and he tied an NCAA record with four triple-doubles in a single season.",1.0,3.38,29.61,7349.33,44116.0
32,What was George Ogle's true impact on the political landscape of Ireland during his lifetime?,1,"George Ogle had a significant impact on the political landscape of Ireland during his lifetime, particularly as a member of the Irish House of Commons and through his involvement in various political movements. He was elected to the House of Commons in 1768 and served until 1796, during which time he was known for his eloquent speeches and strong advocacy for legislative independence for Ireland. Ogle was a member of the Whig party and supported popular rights, although he opposed Catholic emancipation and was a staunch defender of the established church.

His involvement in the Irish Volunteers and the Monks of St. Patrick in the late 18th century demonstrated his commitment to Irish legislative independence. Ogle's actions during the national convention in 1783, where he delivered a controversial message regarding Catholic satisfaction with their privileges, also highlighted his complex relationship with the Catholic population and the political tensions of the time.

Ogle's later political career included serving as governor of Wexford and being a member of the united parliament after the Act of Union in 1800, where he voted against the union. His political actions and positions reflected the broader struggles in Ireland regarding representation, rights, and the relationship between different religious and political groups.

Overall, Ogle's contributions to the political discourse of his time, his opposition to certain reforms, and his advocacy for Irish independence positioned him as a notable figure in the political history of Ireland during the late 18th and early 19th centuries.",1.0,6.97,60.35,7694.67,68913.33
2,How did Ken Gill's early experiences and political beliefs shape his approach to trade union leadership and activism throughout his career?,1,"Ken Gill's early experiences and political beliefs significantly shaped his approach to trade union leadership and activism. Growing up in poverty during the Great Depression politicized him, instilling a strong commitment to socialism. His exposure to a communist lodger during his childhood further influenced his political ideology. This background fostered a deep understanding of workers' struggles, which he carried into his trade union career.

Gill's early involvement in politics, such as campaigning for the Labour Party, and his experiences as a young communist during the Cold War, reinforced his belief in collective action and the importance of workers' rights. His leadership style was characterized by persuasion rather than authority, reflecting his respect for fellow workers and a collaborative approach to union activism.

Throughout his career, Gill advocated for radical policies, equal opportunities, and anti-racism within trade unions, demonstrating a commitment to social justice that stemmed from his formative years. His internationalist perspective and support for anti-apartheid movements further illustrated how his early beliefs influenced his activism. Overall, Gill's background and political convictions were integral to his leadership in the trade union movement, driving him to champion the rights of workers and promote progressive change.",1.0,7.13,62.93,8414.67,56501.33
13,"What was Thomas Woodley ""Woody"" Abernathy's batting average during his minor league baseball career?",1,"Thomas Woodley ""Woody"" Abernathy had a batting average of .315 during his minor league baseball career.",0.09697196786440505,5.47,22.42,997.33,3884.0
13,"""What was the batting average of Thomas Woodley 'Woody' Abernathy in the minor leagues during his professional baseball career?""",2,"Thomas Woodley ""Woody"" Abernathy had a batting average of .315 in the minor leagues during his professional baseball career.",0.22313016014842982,1.4,9.78,940.0,5214.67
13,"""What was Thomas Woodley 'Woody' Abernathy's career batting average in the minor leagues, and in which specific leagues did he play?""",3,"Thomas Woodley ""Woody"" Abernathy had a career batting average of .315 in the minor leagues. He played in several leagues during his career, including:

- Cotton States League (with the Vicksburg Hill Billies)
- Southeastern League (with the Montgomery Lions)
- Southern Association (with the Birmingham Barons and the Knoxville Smokies)
- International League (with the Baltimore Orioles and Buffalo Bisons)
- American Association (with the Milwaukee Brewers and St. Paul Saints)",0.9523809523809523,3.84,24.94,6365.33,32721.33
38,"How did William C. Edenborn's innovations in the wire manufacturing industry influence his subsequent ventures in the railroad sector, particularly in terms of market expansion and competition with local political figures like Huey Long?",1,"William C. Edenborn's innovations in the wire manufacturing industry, particularly his patented design for inexpensive barbed wire production, allowed him to dominate the market, controlling approximately 75% of it. This success provided him with significant financial resources, which he later leveraged to pursue diverse business interests, including railroads.

Edenborn's wealth from the wire industry enabled him to invest heavily in land and railroads, particularly in Louisiana, where he identified opportunities in the cotton and forestry sectors that were underserved by existing rail infrastructure. He established the Shreveport and Red River Valley Navigation Railroad Company and acquired over a million acres of land, which facilitated the expansion of his railroad operations.

However, his ventures in the railroad sector were not without challenges. Edenborn sought public funding to support his railroad construction, which brought him into conflict with local political figures, notably Huey Long. Long and his political family opposed Edenborn's funding pursuits, leading to a prolonged political feud. This rivalry intensified when Long became a member of the Louisiana Railroad Commission and later governor, where he pressured Edenborn to improve the maintenance of his railroad, which had been compromised in favor of expansion.

In summary, Edenborn's innovations in wire manufacturing provided the capital and market insight necessary for his railroad ventures, but his expansion efforts were complicated by competition with local political figures like Huey Long, who sought to influence the operational standards and funding of his railroad projects.",1.0,7.31,62.46,8588.0,71414.67
61,What major championship did Helen Alfredsson win in 1993?,1,Helen Alfredsson won the Nabisco Dinah Shore in 1993.,0.09697196786440505,0.99,5.98,902.67,5052.0
61,In which major championship did Helen Alfredsson secure victory in 1993?,2,Helen Alfredsson secured victory in the 1993 Nabisco Dinah Shore major championship.,0.09697196786440505,0.73,3.74,906.67,5061.33
61,In which specific major championship did Helen Alfredsson win her first title in 1993?,3,Helen Alfredsson won her first major championship title in 1993 at the Nabisco Dinah Shore.,0.22313016014842982,0.77,3.67,910.67,6772.0
27,"How did Ellen Johanne Broe's international experiences and involvement with organizations like the International Council of Nurses influence her contributions to nursing education and standards in Denmark, particularly in relation to her role in drafting curriculum requirements and establishing training initiatives?",1,"Ellen Johanne Broe's international experiences and her involvement with organizations like the International Council of Nurses (ICN) significantly influenced her contributions to nursing education and standards in Denmark. Her time studying and working abroad, particularly in places like New York and through her travels to various countries, exposed her to diverse nursing practices and educational systems. This global perspective allowed her to understand the varying needs for nursing education, especially in developing areas.

Upon her return to Denmark, Broe utilized her international insights to help draft minimum curriculum requirements for nursing students and establish continuing education guidelines. Her role as chair of the Teaching Committee of the Danish Nurses Organisation enabled her to propose essential educational prerequisites that were informed by her experiences abroad. Additionally, her work with the ICN, where she directed the Education Department, involved preparing reports on nursing education and advising countries on enhancing their training systems. This experience further equipped her to influence nursing standards in Denmark.

Broe's commitment to international cooperation in nursing education, as evidenced by her participation in international conferences and her efforts to improve training in developing nations, also reflected her belief in the importance of high standards in nursing education. Her contributions were pivotal in shaping the curriculum and training initiatives in Denmark, ensuring that they met both national and international standards of excellence.",1.0,6.85,65.6,8180.0,69676.0
65,What is the name of the charity founded by Jane Somerville that supports patients with congenital heart disease?,1,"The charity founded by Jane Somerville that supports patients with congenital heart disease is called ""The Somerville Foundation.""",0.09697196786440505,1.11,3.21,914.67,4265.33
65,What is the name of the charity established by Jane Somerville that specifically assists individuals with congenital heart disease?,2,"The charity established by Jane Somerville that specifically assists individuals with congenital heart disease is called ""The Somerville Foundation.""",0.09697196786440505,1.44,3.32,916.0,4266.67
65,What is the name of the charity founded by Jane Somerville that focuses on supporting individuals with congenital heart disease?,3,"The charity founded by Jane Somerville that focuses on supporting individuals with congenital heart disease is called ""The Somerville Foundation.""",0.22313016014842982,0.95,3.91,948.0,5700.0
